analyte,value_ug_L,endpoint,species_id,source_doc,source_page,verified,notes
Al,1253.57,acute_LC50,Sp_001,Warne2000,2,FALSE,pH>6.5; MR (Warne 2000 p.2). ACR not stated; default 10 used.
Al,9212.49,acute_LC50,Sp_002,Warne2000,2,FALSE,NA
Al,92086.92,acute_LC50,Sp_003,Warne2000,2,FALSE,NA
Al,8355.22,acute_LC50,Sp_004,Warne2000,2,FALSE,NA
Al,55500,acute_LC50,Sp_005,Warne2000,2,FALSE,NA
Al,35000,acute_LC50,Sp_006,Warne2000,2,FALSE,NA
Al,599,acute_LC50,Sp_007,Warne2000,2,FALSE,NA
Al,3600,acute_LC50,Sp_008,Warne2000,2,FALSE,NA
Al,512.05,acute_LC50,Sp_009,Warne2000,2,FALSE,NA
As(III),890,chronic_NOEC,Sp_001,Warne2000,3,FALSE,As(III) freshwater HR (Warne 2000 p.3). Several 961 values suspicious — needs re-check.
As(III),6751.14,chronic_NOEC,Sp_002,Warne2000,3,FALSE,NA
As(III),955,chronic_NOEC,Sp_003,Warne2000,3,FALSE,NA
As(III),290.81,chronic_NOEC,Sp_004,Warne2000,3,FALSE,NA
As(III),961,chronic_NOEC,Sp_005,Warne2000,3,FALSE,NA
As(III),9250.92,chronic_NOEC,Sp_006,Warne2000,3,FALSE,NA
As(III),961,chronic_NOEC,Sp_007,Warne2000,3,FALSE,NA
As(III),8420,chronic_NOEC,Sp_008,Warne2000,3,FALSE,NA
As(III),417.45,chronic_NOEC,Sp_009,Warne2000,3,FALSE,NA
As(III),4284.89,chronic_NOEC,Sp_010,Warne2000,3,FALSE,NA
As(III),961,chronic_NOEC,Sp_011,Warne2000,3,FALSE,NA
As(III),3823,chronic_NOEC,Sp_012,Warne2000,3,FALSE,NA
As(III),15.74,chronic_NOEC,Sp_013,Warne2000,3,FALSE,NA
Cd,10.22,chronic_NOEC,Sp_001,Warne2000,6,FALSE,Freshwater HR (Warne 2000 p.6).
Cd,3.2,chronic_NOEC,Sp_002,Warne2000,6,FALSE,NA
Cd,0.38,chronic_NOEC,Sp_003,Warne2000,6,FALSE,NA
Cd,0.08,chronic_NOEC,Sp_004,Warne2000,6,FALSE,NA
Cd,1.65,chronic_NOEC,Sp_005,Warne2000,6,FALSE,NA
Cd,2.46,chronic_NOEC,Sp_006,Warne2000,6,FALSE,NA
Cd,121.68,chronic_NOEC,Sp_007,Warne2000,6,FALSE,NA
Cd,3.31,chronic_NOEC,Sp_008,Warne2000,6,FALSE,NA
Cd,8.2,chronic_NOEC,Sp_009,Warne2000,6,FALSE,NA
Cd,23.21,chronic_NOEC,Sp_010,Warne2000,6,FALSE,NA
Cd,0.83,chronic_NOEC,Sp_011,Warne2000,6,FALSE,NA
Cd,0.52,chronic_NOEC,Sp_012,Warne2000,6,FALSE,NA
Cd,474,chronic_NOEC,Sp_013,Warne2000,6,FALSE,NA
Cd,112,chronic_NOEC,Sp_014,Warne2000,6,FALSE,NA
Cd,250.36,chronic_NOEC,Sp_015,Warne2000,6,FALSE,NA
Cd,0.63,chronic_NOEC,Sp_016,Warne2000,6,FALSE,NA
Cd,20.72,chronic_NOEC,Sp_017,Warne2000,6,FALSE,NA
Cd,0.49,chronic_NOEC,Sp_018,Warne2000,6,FALSE,NA
Cd,5.72,chronic_NOEC,Sp_019,Warne2000,6,FALSE,NA
Cd,243.8,chronic_NOEC,Sp_020,Warne2000,6,FALSE,NA
Cd,766.88,chronic_NOEC,Sp_021,Warne2000,6,FALSE,NA
Pb,67.6,chronic_NOEC,Sp_001,Warne2000,12,FALSE,Freshwater HR (Warne 2000 p.12).
Pb,5.65,chronic_NOEC,Sp_002,Warne2000,12,FALSE,NA
Pb,11.12,chronic_NOEC,Sp_003,Warne2000,12,FALSE,NA
Pb,27.95,chronic_NOEC,Sp_004,Warne2000,12,FALSE,NA
Pb,27.89,chronic_NOEC,Sp_005,Warne2000,12,FALSE,NA
Pb,19.48,chronic_NOEC,Sp_006,Warne2000,12,FALSE,NA
Pb,5.11,chronic_NOEC,Sp_007,Warne2000,12,FALSE,NA
Pb,28.4,chronic_NOEC,Sp_008,Warne2000,12,FALSE,NA
Mn,220325.1,acute_LC50,Sp_001,Warne2000,13,FALSE,Freshwater MR; acute data (Warne 2000 p.13). ACR=9.1.
Mn,981817.7,acute_LC50,Sp_002,Warne2000,13,FALSE,NA
Mn,21116.65,acute_LC50,Sp_003,Warne2000,13,FALSE,NA
Mn,38700,acute_LC50,Sp_004,Warne2000,13,FALSE,NA
Mn,28000,acute_LC50,Sp_005,Warne2000,13,FALSE,NA
Mn,51000,acute_LC50,Sp_006,Warne2000,13,FALSE,NA
Mn,506698.1,acute_LC50,Sp_007,Warne2000,13,FALSE,NA
Mn,310000,acute_LC50,Sp_008,Warne2000,13,FALSE,NA
Mn,1040000,acute_LC50,Sp_009,Warne2000,13,FALSE,NA
Mn,130000,acute_LC50,Sp_010,Warne2000,13,FALSE,NA
Mn,33800,acute_LC50,Sp_011,Warne2000,13,FALSE,NA
Mn,38700,acute_LC50,Sp_012,Warne2000,13,FALSE,NA
Hg,12.65,chronic_NOEC,Sp_001,Warne2000,14,FALSE,Freshwater HR (Warne 2000 p.14). Total inorganic Hg.
Hg,71.13,chronic_NOEC,Sp_002,Warne2000,14,FALSE,NA
Hg,34.69,chronic_NOEC,Sp_003,Warne2000,14,FALSE,NA
Hg,1.0412,chronic_NOEC,Sp_004,Warne2000,14,FALSE,NA
Hg,29.15,chronic_NOEC,Sp_005,Warne2000,14,FALSE,NA
Hg,2.569,chronic_NOEC,Sp_006,Warne2000,14,FALSE,NA
Hg,48.86,chronic_NOEC,Sp_007,Warne2000,14,FALSE,NA
Se,276.33,chronic_NOEC,Sp_001,Warne2000,16,TRUE,Freshwater HR total Se (Warne 2000 p.16-17). n=5 including 16500.62 outlier. Warne noted outlier but kept it (removing it leaves n=4 < minimum). Bioaccumulation: log Kow >4; ANZECC adopted HC1 not HC5.
Se,69.91,chronic_NOEC,Sp_002,Warne2000,16,TRUE,NA
Se,14,chronic_NOEC,Sp_003,Warne2000,16,TRUE,NA
Se,120,chronic_NOEC,Sp_004,Warne2000,16,TRUE,NA
Se,16500.62,chronic_NOEC,Sp_005,Warne2000,16,TRUE,NA
g-BHC_chronic,150,chronic_NOEC,Sp_001,Warne2000,131,TRUE,Lindane HR chronic SSD (Warne 2000 p.131). HC5=0.86 µg/L → TV=0.9 µg/L. REJECTED by ANZECC as insufficiently protective vs acute toxicity. Use g-BHC_acute for ANZECC-matching fit.
g-BHC_chronic,2.67,chronic_NOEC,Sp_002,Warne2000,131,TRUE,NA
g-BHC_chronic,12,chronic_NOEC,Sp_003,Warne2000,131,TRUE,NA
g-BHC_chronic,55,chronic_NOEC,Sp_004,Warne2000,131,TRUE,NA
g-BHC_chronic,1264.99,chronic_NOEC,Sp_005,Warne2000,131,TRUE,NA
g-BHC_chronic,1400,chronic_NOEC,Sp_006,Warne2000,131,TRUE,NA
g-BHC_chronic,634.51,chronic_NOEC,Sp_007,Warne2000,131,TRUE,NA
g-BHC_acute,64,acute_LC50,Sp_001,Warne2000,131,TRUE,Lindane MR acute SSD (Warne 2000 p.131-132). HC5=4.14 µg/L; ACR=25.10; MR TV=0.165≈0.2 µg/L. This is the dataset ANZECC used for the published DGV.
g-BHC_acute,650,acute_LC50,Sp_002,Warne2000,131,TRUE,NA
g-BHC_acute,321.61,acute_LC50,Sp_003,Warne2000,131,TRUE,NA
g-BHC_acute,473.1,acute_LC50,Sp_004,Warne2000,131,TRUE,NA
g-BHC_acute,10069.76,acute_LC50,Sp_005,Warne2000,131,TRUE,NA
g-BHC_acute,1.5,acute_LC50,Sp_006,Warne2000,131,TRUE,NA
g-BHC_acute,114.08,acute_LC50,Sp_007,Warne2000,131,TRUE,NA
g-BHC_acute,146.19,acute_LC50,Sp_008,Warne2000,131,TRUE,NA
g-BHC_acute,131.94,acute_LC50,Sp_009,Warne2000,131,TRUE,NA
g-BHC_acute,19.5,acute_LC50,Sp_010,Warne2000,131,TRUE,NA
g-BHC_acute,25.71,acute_LC50,Sp_011,Warne2000,131,TRUE,NA
g-BHC_acute,196.15,acute_LC50,Sp_012,Warne2000,131,TRUE,NA
g-BHC_acute,524.63,acute_LC50,Sp_013,Warne2000,131,TRUE,NA
g-BHC_acute,507.17,acute_LC50,Sp_014,Warne2000,131,TRUE,NA
g-BHC_acute,73.5,acute_LC50,Sp_015,Warne2000,131,TRUE,NA
g-BHC_acute,1012.87,acute_LC50,Sp_016,Warne2000,131,TRUE,NA
g-BHC_acute,184.39,acute_LC50,Sp_017,Warne2000,131,TRUE,NA
g-BHC_acute,146.2,acute_LC50,Sp_018,Warne2000,131,TRUE,NA
g-BHC_acute,432.03,acute_LC50,Sp_019,Warne2000,131,TRUE,NA
g-BHC_acute,153.78,acute_LC50,Sp_020,Warne2000,131,TRUE,NA
g-BHC_acute,84.12,acute_LC50,Sp_021,Warne2000,131,TRUE,NA
g-BHC_acute,32,acute_LC50,Sp_022,Warne2000,131,TRUE,NA
g-BHC_acute,7.3,acute_LC50,Sp_023,Warne2000,131,TRUE,NA
g-BHC_acute,116.65,acute_LC50,Sp_024,Warne2000,131,TRUE,NA
g-BHC_acute,38.78,acute_LC50,Sp_025,Warne2000,131,TRUE,NA
g-BHC_acute,32.78,acute_LC50,Sp_026,Warne2000,131,TRUE,NA
g-BHC_acute,274.28,acute_LC50,Sp_027,Warne2000,131,TRUE,NA
g-BHC_acute,51.86,acute_LC50,Sp_028,Warne2000,131,TRUE,NA
g-BHC_acute,77.35,acute_LC50,Sp_029,Warne2000,131,TRUE,NA
g-BHC_acute,58.13,acute_LC50,Sp_030,Warne2000,131,TRUE,NA
g-BHC_acute,9.13,acute_LC50,Sp_031,Warne2000,131,TRUE,NA
g-BHC_acute,29.07,acute_LC50,Sp_032,Warne2000,131,TRUE,NA
g-BHC_acute,461.5,acute_LC50,Sp_033,Warne2000,131,TRUE,NA
g-BHC_acute,141.97,acute_LC50,Sp_034,Warne2000,131,TRUE,NA
g-BHC_acute,38.16,acute_LC50,Sp_035,Warne2000,131,TRUE,NA
g-BHC_acute,375,acute_LC50,Sp_036,Warne2000,131,TRUE,NA
g-BHC_acute,10,acute_LC50,Sp_037,Warne2000,131,TRUE,NA
g-BHC_acute,1100,acute_LC50,Sp_038,Warne2000,131,TRUE,NA
g-BHC_acute,3.2,acute_LC50,Sp_039,Warne2000,131,TRUE,NA
g-BHC_acute,904.7,acute_LC50,Sp_040,Warne2000,131,TRUE,NA
g-BHC_acute,460,acute_LC50,Sp_041,Warne2000,131,TRUE,NA
g-BHC_acute,13.38,acute_LC50,Sp_042,Warne2000,131,TRUE,NA
g-BHC_acute,75.63,acute_LC50,Sp_043,Warne2000,131,TRUE,NA
g-BHC_acute,8.62,acute_LC50,Sp_044,Warne2000,131,TRUE,NA
g-BHC_acute,619.67,acute_LC50,Sp_045,Warne2000,131,TRUE,NA
g-BHC_acute,5.02,acute_LC50,Sp_046,Warne2000,131,TRUE,NA
g-BHC_acute,27.26,acute_LC50,Sp_047,Warne2000,131,TRUE,NA
g-BHC_acute,19.17,acute_LC50,Sp_048,Warne2000,131,TRUE,NA
g-BHC_acute,207,acute_LC50,Sp_049,Warne2000,131,TRUE,NA
g-BHC_acute,330,acute_LC50,Sp_050,Warne2000,131,TRUE,NA
g-BHC_acute,150,acute_LC50,Sp_051,Warne2000,131,TRUE,NA
g-BHC_acute,9.6,acute_LC50,Sp_052,Warne2000,131,TRUE,NA
g-BHC_acute,130,acute_LC50,Sp_053,Warne2000,131,TRUE,NA
g-BHC_acute,3.08,acute_LC50,Sp_054,Warne2000,131,TRUE,NA
g-BHC_acute,3.9,acute_LC50,Sp_055,Warne2000,131,TRUE,NA
g-BHC_acute,2685,acute_LC50,Sp_056,Warne2000,131,TRUE,NA
g-BHC_acute,2331,acute_LC50,Sp_057,Warne2000,131,TRUE,NA
g-BHC_acute,6233,acute_LC50,Sp_058,Warne2000,131,TRUE,NA
g-BHC_acute,2545.58,acute_LC50,Sp_059,Warne2000,131,TRUE,NA
g-BHC_acute,2500,acute_LC50,Sp_060,Warne2000,131,TRUE,NA
g-BHC_acute,3200,acute_LC50,Sp_061,Warne2000,131,TRUE,NA
g-BHC_acute,5210.9,acute_LC50,Sp_062,Warne2000,131,TRUE,NA
g-BHC_acute,1773.41,acute_LC50,Sp_063,Warne2000,131,TRUE,NA
Dieldrin,700,acute_LC50,Sp_001,Warne2000,NA,FALSE,"Warne 2000. ANZECC classified as LR (AF=100), not SSD-derived. SSD fit included here for reference only; not a reliable ANZECC-matched model."
Dieldrin,100,acute_LC50,Sp_002,Warne2000,NA,FALSE,NA
Dieldrin,2.7,acute_LC50,Sp_003,Warne2000,NA,FALSE,NA
Dieldrin,0.2,acute_LC50,Sp_004,Warne2000,NA,FALSE,NA
Dieldrin,10,acute_LC50,Sp_005,Warne2000,NA,FALSE,NA
Dieldrin,20,acute_LC50,Sp_006,Warne2000,NA,FALSE,NA
Dieldrin,50,acute_LC50,Sp_007,Warne2000,NA,FALSE,NA
Endrin,0.7,acute_LC50,Sp_001,Warne2000,NA,FALSE,Freshwater MR; acute data (Warne 2000). ACR=10.
Endrin,0.98,acute_LC50,Sp_002,Warne2000,NA,FALSE,NA
Endrin,6.72,acute_LC50,Sp_003,Warne2000,NA,FALSE,NA
Endrin,4.3,acute_LC50,Sp_004,Warne2000,NA,FALSE,NA
Endrin,1.58,acute_LC50,Sp_005,Warne2000,NA,FALSE,NA
Endrin,0.55,acute_LC50,Sp_006,Warne2000,NA,FALSE,NA
Endrin,2.18,acute_LC50,Sp_007,Warne2000,NA,FALSE,NA
Endrin,0.22,acute_LC50,Sp_008,Warne2000,NA,FALSE,NA
Endrin,12.4,acute_LC50,Sp_009,Warne2000,NA,FALSE,NA
"4,4'-DDT",14.16,acute_LC50,Sp_001,Warne2000,124,TRUE,Freshwater MR (Warne 2000 p.124-125). n=66. ACR=70.85. Bioaccumulation (log Kow >4): ANZECC adopted HC1÷ACR not HC5÷ACR. Previous extraction had only 7 values — now corrected.
"4,4'-DDT",122.8,acute_LC50,Sp_002,Warne2000,124,TRUE,NA
"4,4'-DDT",16.85,acute_LC50,Sp_003,Warne2000,124,TRUE,NA
"4,4'-DDT",3.97,acute_LC50,Sp_004,Warne2000,124,TRUE,NA
"4,4'-DDT",38.68,acute_LC50,Sp_005,Warne2000,124,TRUE,NA
